Age Band,Gender,Patient Health Risk Level,Clinical Condition Type,Clinical Condition,Managing Physician Specialty,Managing Physician,Member Count,Episode Count,YTD Inpatient Short Stay Utilization,Annualized Inpatient Short Stay Utilization,Benchmark Inpatient Short Stay Utilization,YTD 30D Readmission Rate,YTD 30D Readmission Rate - D,YTD 30D Readmission Rate - N,Annualized 30D Readmission Rate,Annualized 30D Readmission Rate - D,Annualized 30D Readmission Rate - N,Benchmark 30D Readmission Rate,Benchmark 30D Readm Rate - D,Benchmark 30D Readm Rate - N,YTD 30D Post Discharge ER Rate,YTD 30D Post Discharge ER Rate - D,YTD 30D Post Discharge ER Rate - N,Annualized 30D Post Discharge ER Rate,Annualized 30D Post Discharge ER Rate - D,Annualized 30D Post Discharge ER Rate - N,Benchmark 30D Post Discharge ER Rate,Benchmark 30D ER Rate - D,Benchmark 30D ER Rate - N
65-74,M,Low,Chronic,C8,S6,P32,31,1.19608246,0.107104934,0.235630855,0.224410338,0.087884942,0.754036654,0.066268468,0.109856178,1.658880638,0.182238286,0.099869252,1.550355737,0.154832869,0.035903736,0.754036654,0.027072733,0.04487967,1.658880638,0.074450016,0.042742543,1.550355737,0.066266147
65-74,M,Low,Chronic,C8,S6,P33,16,10.08324159,0.902918453,1.986420598,1.891829141,0.087884942,6.356696968,0.558657946,0.109856178,13.98473333,1.53630935,0.099869252,13.06984423,1.305275574,0.035903736,6.356696968,0.22822917,0.04487967,13.98473333,0.627630218,0.042742543,13.06984423,0.558638378
65-74,M,Low,Chronic,C8,S6,P34,20,1.15057181,0.103029617,0.226665158,0.215871579,0.087884942,0.725345741,0.063746968,0.109856178,1.595760629,0.175304163,0.099869252,1.491365074,0.148941515,0.035903736,0.725345741,0.026042622,0.04487967,1.595760629,0.071617211,0.042742543,1.491365074,0.063744736
65-74,M,Low,Chronic,C9,S6,P30,7,3.517022736,0.304391392,0.669661062,0.63777244,0.076526242,2.225916835,0.170341049,0.095657802,4.897017037,0.468437886,0.086961638,4.576651436,0.397993106,0.035676847,2.225916835,0.079413695,0.044596059,4.897017037,0.218387662,0.042472437,4.576651436,0.194381542
65-74,M,Low,Chronic,C9,S6,P31,22,2.278555527,0.197204494,0.433849887,0.413190368,0.076526242,1.442093352,0.110357984,0.095657802,3.172605375,0.303484457,0.086961638,2.965051752,0.257845758,0.035676847,1.442093352,0.051449344,0.044596059,3.172605375,0.141485697,0.042472437,2.965051752,0.125932975
65-74,M,Low,Chronic,C9,S6,P32,17,4.405062733,0.381249505,0.838748911,0.798808487,0.076526242,2.787955618,0.213351765,0.095657802,6.13350236,0.586717354,0.086961638,5.732245197,0.498485433,0.035676847,2.787955618,0.099465467,0.044596059,6.13350236,0.273530035,0.042472437,5.732245197,0.243462425
65-74,M,Low,Chronic,C9,S6,P33,31,4.70438327,0.407155108,0.895741238,0.853086893,0.076526242,2.977395003,0.227848849,0.095657802,6.550269006,0.626584335,0.086961638,6.121746734,0.532357124,0.035676847,2.977395003,0.106224067,0.044596059,6.550269006,0.292116185,0.042472437,6.121746734,0.260005505
65-74,M,Low,Chronic,C9,S6,P34,19,1.189527679,0.102951278,0.226492812,0.21570744,0.076526242,0.752849749,0.057612762,0.095657802,1.656269449,0.158435095,0.086961638,1.547915373,0.134609257,0.035676847,0.752849749,0.026859306,0.044596059,1.656269449,0.073863091,0.042472437,1.547915373,0.065743739
65-74,M,Low,Chronic,C9,S6,P35,17,4.832786094,0.41826812,0.920189863,0.876371298,0.076526242,3.0586609,0.234067823,0.095657802,6.729053979,0.643686513,0.086961638,6.288835494,0.546887437,0.035676847,3.0586609,0.109123378,0.044596059,6.729053979,0.30008929,0.042472437,6.288835494,0.267102172
65-74,M,Mid,Acute,A1,S1,P2,4,3.557815476,0.391800224,0.861960492,0.820914754,0.104971002,2.210373371,0.232025107,0.131213752,4.862821416,0.638069044,0.119285229,4.544692913,0.542114736,0.052183354,2.210373371,0.115344697,0.065229193,4.862821416,0.317197916,0.062123041,4.544692913,0.282330144
65-74,M,Mid,Acute,A1,S1,P3,4,5.79082627,0.637707898,1.402957375,1.336149881,0.104971002,3.597681856,0.377652268,0.131213752,7.914900084,1.038543738,0.119285229,7.397102882,0.882365113,0.052183354,3.597681856,0.187739107,0.065229193,7.914900084,0.516282545,0.062123041,7.397102882,0.459530525
65-74,M,Mid,Acute,A1,S1,P4,6,3.544511633,0.390335154,0.858737338,0.817845084,0.104971002,2.202108058,0.231157489,0.131213752,4.844637727,0.635683094,0.119285229,4.527698811,0.54008759,0.052183354,2.202108058,0.114913385,0.065229193,4.844637727,0.316011809,0.062123041,4.527698811,0.281274418
65-74,M,Mid,Acute,A1,S1,P5,5,5.842635271,0.643413303,1.415509266,1.348104063,0.104971002,3.62986937,0.381031024,0.131213752,7.985712614,1.047835315,0.119285229,7.463282817,0.890259401,0.052183354,3.62986937,0.18941876,0.065229193,7.985712614,0.520901589,0.062123041,7.463282817,0.463641824
65-74,M,Mid,Acute,A1,S2,P6,9,1.189769834,0.131021997,0.288248392,0.274522278,0.104971002,0.739171432,0.077591566,0.131213752,1.62617715,0.213376805,0.119285229,1.519791729,0.181288705,0.052183354,0.739171432,0.038572445,0.065229193,1.62617715,0.106074223,0.062123041,1.519791729,0.094414084
65-74,M,Mid,Acute,A10,S3,P10,10,1.130171035,0.114772232,0.252498911,0.240475153,0.088448714,0.709986812,0.06279742,0.110560892,1.561970987,0.172692906,0.100509902,1.459785969,0.146722944,0.054521766,0.709986812,0.038709735,0.068152208,1.561970987,0.106451771,0.064906864,1.459785969,0.09475013
65-74,M,Mid,Acute,A10,S3,P11,9,1.131168619,0.11487354,0.252721787,0.240687417,0.088448714,0.710613506,0.06285285,0.110560892,1.563349713,0.172845339,0.100509902,1.461074498,0.146852454,0.054521766,0.710613506,0.038743903,0.068152208,1.563349713,0.106545734,0.064906864,1.461074498,0.094833764
65-74,M,Mid,Acute,A10,S3,P12,7,4.506328231,0.457631043,1.006788295,0.958845995,0.088448714,2.830928695,0.250392001,0.110560892,6.22804313,0.688578004,0.100509902,5.820601056,0.585028041,0.054521766,2.830928695,0.154347232,0.068152208,6.22804313,0.424454889,0.064906864,5.820601056,0.377796964
65-74,M,Mid,Acute,A10,S3,P13,7,5.604810124,0.569185149,1.252207327,1.192578406,0.088448714,3.521008013,0.311428629,0.110560892,7.74621763,0.856428731,0.100509902,7.239455729,0.727636984,0.054521766,3.521008013,0.191971575,0.068152208,7.74621763,0.527921832,0.064906864,7.239455729,0.469890372
65-74,M,Mid,Acute,A10,S4,P14,11,4.413347451,0.448188568,0.98601485,0.939061762,0.088448714,2.77251707,0.245225568,0.110560892,6.099537554,0.674370313,0.100509902,5.700502387,0.572956935,0.054521766,2.77251707,0.151162527,0.068152208,6.099537554,0.41569695,0.064906864,5.700502387,0.370001736
65-74,M,Mid,Acute,A10,S4,P15,8,4.60867579,0.468024742,1.029654433,0.98062327,0.088448714,2.895224643,0.256078895,0.110560892,6.369494214,0.704216962,0.100509902,5.952798331,0.598315176,0.054521766,2.895224643,0.157852761,0.068152208,6.369494214,0.434095092,0.064906864,5.952798331,0.386377474
65-74,M,Mid,Acute,A11,S3,P11,11,1.165305794,0.089446818,0.196783,0.187412381,0.090731489,0.751994782,0.068229606,0.113414361,1.654388519,0.187631417,0.103103965,1.546157495,0.159414968,0.058692012,0.751994782,0.044136087,0.073365015,1.654388519,0.121374239,0.069871443,1.546157495,0.108032256
65-74,M,Mid,Acute,A11,S3,P12,13,3.564405021,0.273597445,0.601914379,0.57325179,0.090731489,2.300180766,0.208698826,0.113414361,5.060397686,0.573921771,0.103103965,4.729343632,0.487614079,0.058692012,2.300180766,0.135002238,0.073365015,5.060397686,0.371256154,0.069871443,4.729343632,0.330446065
65-74,M,Mid,Acute,A11,S3,P13,4,1.13784694,0.087339125,0.192146075,0.182996262,0.090731489,0.734275042,0.066621868,0.113414361,1.615405093,0.183210137,0.103103965,1.509724386,0.15565857,0.058692012,0.734275042,0.04309608,0.073365015,1.615405093,0.118514219,0.069871443,1.509724386,0.105486622
65-74,M,Mid,Acute,A11,S4,P14,20,2.391134407,0.183539261,0.403786375,0.384558452,0.090731489,1.54304613,0.140002873,0.113414361,3.394701486,0.385007901,0.103103965,3.172618211,0.327109516,0.058692012,1.54304613,0.090564482,0.073365015,3.394701486,0.249052327,0.069871443,3.172618211,0.221675413
65-74,M,Mid,Acute,A11,S4,P15,9,1.184038805,0.090884731,0.199946409,0.190425151,0.090731489,0.764083563,0.069326439,0.113414361,1.680983838,0.190647708,0.103103965,1.571012932,0.161977662,0.058692012,0.764083563,0.044845602,0.073365015,1.680983838,0.123325405,0.069871443,1.571012932,0.109768941
65-74,M,Mid,Acute,A11,S4,P16,4,1.165974642,0.089498158,0.196895947,0.18751995,0.090731489,0.752426402,0.068268768,0.113414361,1.655338085,0.187739112,0.103103965,1.547044939,0.159506467,0.058692012,0.752426402,0.04416142,0.073365015,1.655338085,0.121443904,0.069871443,1.547044939,0.108094263
65-74,M,Mid,Acute,A12,S3,P12,5,6.888570005,0.693003588,1.524607893,1.452007517,0.087138082,4.385172911,0.382115555,0.108922602,9.647380404,1.050817777,0.099020547,9.016243369,0.892793354,0.056318759,4.385172911,0.246967498,0.070398449,9.647380404,0.67916062,0.067046142,9.016243369,0.604504335
65-74,M,Mid,Acute,A12,S3,P13,14,3.387133758,0.340752267,0.749654988,0.713957131,0.087138082,2.156204726,0.187887544,0.108922602,4.743650398,0.516690745,0.099020547,4.433318129,0.438989588,0.056318759,2.156204726,0.121434775,0.070398449,4.743650398,0.333945632,0.067046142,4.433318129,0.297236878
65-74,M,Mid,Acute,A12,S4,P14,6,2.359735038,0.237393951,0.522266691,0.497396849,0.087138082,1.502176237,0.130896756,0.108922602,3.304787721,0.359966078,0.099020547,3.088586655,0.305833541,0.056318759,1.502176237,0.084600702,0.070398449,3.304787721,0.232651931,0.067046142,3.088586655,0.20707782
65-74,M,Mid,Acute,A12,S4,P15,23,4.615471724,0.464325464,1.021516021,0.972872401,0.087138082,2.938148492,0.256024623,0.108922602,6.463926683,0.704067714,0.099020547,6.041052975,0.598188372,0.056318759,2.938148492,0.165472878,0.070398449,6.463926683,0.455050415,0.067046142,6.041052975,0.405029297
65-74,M,Mid,Acute,A12,S4,P16,10,4.786440848,0.481525292,1.059355642,1.008910135,0.087138082,3.046985184,0.265508444,0.108922602,6.703367406,0.730148221,0.099020547,6.264829351,0.620346832,0.056318759,3.046985184,0.171602426,0.070398449,6.703367406,0.471906671,0.067046142,6.264829351,0.42003264
65-74,M,Mid,Acute,A12,S4,P17,7,2.20391343,0.221717993,0.487779584,0.464551985,0.087138082,1.402982254,0.122253182,0.108922602,3.086560959,0.336196251,0.099020547,2.88463641,0.285638276,0.056318759,1.402982254,0.07901422,0.070398449,3.086560959,0.217289105,0.067046142,2.88463641,0.193403743
65-74,M,Mid,Acute,A13,S3,P13,5,3.450825152,0.279138848,0.614105465,0.584862347,0.094200795,2.250101844,0.211961383,0.117750994,4.950224058,0.582893804,0.107046358,4.626377624,0.495236877,0.049962648,2.250101844,0.112421046,0.06245331,4.950224058,0.309157877,0.059479343,4.626377624,0.2751739
65-74,M,Mid,Acute,A13,S4,P14,19,3.483273844,0.281763637,0.619880002,0.590361907,0.094200795,2.271259932,0.213954492,0.117750994,4.996771851,0.588374853,0.107046358,4.669880235,0.499893673,0.049962648,2.271259932,0.11347816,0.06245331,4.996771851,0.312064941,0.059479343,4.669880235,0.277761407
65-74,M,Mid,Acute,A13,S4,P15,8,3.534939587,0.285942903,0.629074387,0.599118464,0.094200795,2.30494845,0.217127977,0.117750994,5.07088659,0.597101937,0.107046358,4.739146345,0.507308358,0.049962648,2.30494845,0.115161328,0.06245331,5.07088659,0.316693652,0.059479343,4.739146345,0.28188131
65-74,M,Mid,Acute,A13,S4,P16,13,1.101756078,0.08912156,0.196067433,0.186730888,0.094200795,0.718397274,0.067673595,0.117750994,1.580474004,0.186102385,0.107046358,1.477078508,0.158115875,0.049962648,0.718397274,0.03589303,0.06245331,1.580474004,0.098705833,0.059479343,1.477078508,0.087855659
65-74,M,Mid,Acute,A13,S4,P17,7,1.196848229,0.096813609,0.212989939,0.202847561,0.094200795,0.780401872,0.073514477,0.117750994,1.716884118,0.202164812,0.107046358,1.604564596,0.171762797,0.049962648,0.780401872,0.038990944,0.06245331,1.716884118,0.107225096,0.059479343,1.604564596,0.095438448
65-74,M,Mid,Acute,A13,S4,P18,10,4.532046412,0.366599337,0.806518541,0.768112896,0.094200795,2.955109442,0.27837366,0.117750994,6.501240773,0.765527564,0.107046358,6.075925956,0.650405747,0.049962648,2.955109442,0.147645093,0.06245331,6.501240773,0.406024005,0.059479343,6.075925956,0.361392083
65-74,M,Mid,Acute,A14,S4,P14,3,2.376944099,0.236359481,0.519990858,0.495229388,0.101072585,1.450317527,0.146587341,0.126340731,3.190698559,0.403115189,0.11485521,2.98196127,0.342493788,0.057788977,1.450317527,0.083812365,0.072236221,3.190698559,0.230484005,0.068796401,2.98196127,0.205148202
65-74,M,Mid,Acute,A14,S4,P15,12,2.408042964,0.239451902,0.526794184,0.501708746,0.101072585,1.469292827,0.148505224,0.126340731,3.232444219,0.408389366,0.11485521,3.020975906,0.346974822,0.057788977,1.469292827,0.084908929,0.072236221,3.232444219,0.233499554,0.068796401,3.020975906,0.207832269
65-74,M,Mid,Acute,A14,S4,P16,10,1.117383388,0.111110799,0.244443757,0.232803578,0.101072585,0.681783266,0.068909597,0.126340731,1.499923185,0.189501392,0.11485521,1.401797369,0.161003731,0.057788977,0.681783266,0.039399557,0.072236221,1.499923185,0.108348782,0.068796401,1.401797369,0.096438613
65-74,M,Mid,Acute,A14,S4,P17,15,3.300635369,0.328209848,0.722061666,0.687677777,0.101072585,2.013917503,0.203551848,0.126340731,4.430618507,0.559767581,0.11485521,4.140764959,0.475588429,0.057788977,2.013917503,0.116382231,0.072236221,4.430618507,0.320051136,0.068796401,4.140764959,0.284869725
65-74,M,Mid,Acute,A14,S4,P18,16,3.519913817,0.350014543,0.770031994,0.733363804,0.101072585,2.147712562,0.21707486,0.126340731,4.724967636,0.596955866,0.11485521,4.415857604,0.507184253,0.057788977,2.147712562,0.124114111,0.072236221,4.724967636,0.341313805,0.068796401,4.415857604,0.303795109
65-74,M,Mid,Acute,A14,S4,P19,18,7.178387559,0.713807261,1.570375974,1.495596166,0.101072585,4.379968925,0.442694781,0.126340731,9.635931634,1.217410647,0.11485521,9.005543583,1.0343336,0.057788977,4.379968925,0.253113921,0.072236221,9.635931634,0.696063284,0.068796401,9.005543583,0.619548984
65-74,M,Mid,Acute,A15,S4,P15,14,2.272974578,0.173592369,0.381903211,0.363717344,0.101287903,1.402845451,0.142091274,0.126609879,3.086259992,0.390751003,0.11509989,2.884355133,0.331988957,0.053200641,1.402845451,0.074632277,0.066500801,3.086259992,0.205238762,0.063334096,2.884355133,0.182678026
65-74,M,Mid,Acute,A15,S4,P16,11,1.10891259,0.08469024,0.186318529,0.177446218,0.101287903,0.684404039,0.06932185,0.126609879,1.505688887,0.190635087,0.11509989,1.407185876,0.161966939,0.053200641,0.684404039,0.036410734,0.066500801,1.505688887,0.100129517,0.063334096,1.407185876,0.089122846
65-74,M,Mid,Acute,A15,S4,P17,7,1.188437293,0.090763727,0.1996802,0.190171619,0.101287903,0.733485481,0.074293206,0.126609879,1.613668058,0.204306317,0.11509989,1.508100988,0.173582257,0.053200641,0.733485481,0.039021898,0.066500801,1.613668058,0.107310219,0.063334096,1.508100988,0.095514213
65-74,M,Mid,Acute,A15,S4,P18,23,2.325495584,0.17760352,0.390727745,0.372121662,0.101287903,1.43526062,0.145374538,0.126609879,3.157573364,0.39977998,0.11509989,2.951003143,0.339660136,0.053200641,1.43526062,0.076356785,0.066500801,3.157573364,0.209981158,0.063334096,2.951003143,0.186899117
65-74,M,Mid,Acute,A15,S4,P19,6,2.400530327,0.183334099,0.403335017,0.384128588,0.101287903,1.481570926,0.150065212,0.126609879,3.259456037,0.412679333,0.11509989,3.046220595,0.350619654,0.053200641,1.481570926,0.078820523,0.066500801,3.259456037,0.216756438,0.063334096,3.046220595,0.192929629
65-74,M,Mid,Acute,A15,S4,P20,14,7.123174433,0.544013441,1.196829571,1.139837687,0.101287903,4.396315272,0.445293554,0.126609879,9.671893598,1.224557274,0.11509989,9.039152895,1.0404055,0.053200641,4.396315272,0.23388679,0.066500801,9.671893598,0.643188673,0.063334096,9.039152895,0.57248658
65-74,M,Mid,Acute,A16,S4,P16,5,4.434877524,0.486766283,1.070885822,1.019891259,0.102220517,2.74949759,0.281055066,0.127775647,6.048894697,0.772901431,0.116159679,5.653172614,0.656670715,0.049400391,2.74949759,0.135826256,0.061750489,6.048894697,0.373522204,0.058809989,5.653172614,0.332463021
65-74,M,Mid,Acute,A16,S4,P17,15,5.738959194,0.629900559,1.385781231,1.319791648,0.102220517,3.557991035,0.363699684,0.127775647,7.827580276,1.000174132,0.116159679,7.315495585,0.849765617,0.049400391,3.557991035,0.175766148,0.061750489,7.827580276,0.483356908,0.058809989,7.315495585,0.430224217
65-74,M,Mid,Acute,A16,S4,P18,14,14.03308899,1.540253259,3.38855717,3.227197305,0.102220517,8.70011497,0.889330253,0.127775647,19.14025293,2.445658196,0.116159679,17.88808686,2.077874423,0.049400391,8.70011497,0.429789082,0.061750489,19.14025293,1.181919974,0.058809989,17.88808686,1.051998197
65-74,M,Mid,Acute,A16,S4,P19,13,34.05960882,3.738337549,8.224342608,7.832707246,0.102220517,21.11598614,2.158487027,0.127775647,46.45516951,5.935839325,0.116159679,43.41604627,5.043193989,0.049400391,21.11598614,1.043137972,0.061750489,46.45516951,2.868629424,0.058809989,43.41604627,2.553297218
65-74,M,Mid,Acute,A16,S4,P20,6,17.23649497,1.891854857,4.162080685,3.963886367,0.102220517,10.68613533,1.092342281,0.127775647,23.50949772,3.003941273,0.116159679,21.97149319,2.552201591,0.049400391,10.68613533,0.527899264,0.061750489,23.50949772,1.451722975,0.058809989,21.97149319,1.29214328
65-74,M,Mid,Acute,A16,S4,P21,12,51.06568806,5.604902281,12.33078502,11.74360478,0.102220517,31.65927029,3.236226987,0.127775647,69.65039464,8.899624214,0.116159679,65.09382676,7.561278007,0.049400391,31.65927029,1.563980332,0.061750489,69.65039464,4.300945913,0.058809989,65.09382676,3.828167257
65-74,M,Mid,Acute,A17,S4,P17,9,26.16020608,2.281132203,5.018490847,4.779515093,0.085952156,16.81978377,1.44569667,0.107440194,37.00352429,3.975665842,0.097672904,34.58273298,3.377795958,0.054890724,16.81978377,0.923250113,0.068613405,37.00352429,2.53893781,0.0653461,34.58273298,2.259846738
65-74,M,Mid,Acute,A17,S4,P18,11,32.53136903,2.836688415,6.240714512,5.943537631,0.085952156,20.91614229,1.797787515,0.107440194,46.01551304,4.943915665,0.097672904,43.00515237,4.200438118,0.054890724,20.91614229,1.148102199,0.068613405,46.01551304,3.157281047,0.0653461,43.00515237,2.810219
65-74,M,Mid,Acute,A17,S4,P19,12,16.60314691,1.447770441,3.18509497,3.033423781,0.085952156,10.67504361,0.917543009,0.107440194,23.48509595,2.523243274,0.097672904,21.9486878,2.143792076,0.054890724,10.67504361,0.585960875,0.068613405,23.48509595,1.611392407,0.0653461,21.9486878,1.434261155
65-74,M,Mid,Acute,A17,S4,P20,29,27.85634896,2.429033414,5.34387351,5.089403343,0.085952156,17.91032397,1.539430951,0.107440194,39.40271273,4.233435115,0.097672904,36.82496517,3.596801287,0.054890724,17.91032397,0.983110654,0.068613405,39.40271273,2.703554299,0.0653461,36.82496517,2.406367868
65-74,M,Mid,Acute,A17,S4,P21,13,15.51297044,1.352708627,2.975958979,2.834246647,0.085952156,9.974111351,0.85729637,0.107440194,21.94304497,2.357565017,0.097672904,20.50751867,2.003028902,0.054890724,9.974111351,0.547486196,0.068613405,21.94304497,1.505587038,0.0653461,20.50751867,1.340086372
65-74,M,Mid,Acute,A17,S4,P22,17,34.05352105,2.969417874,6.532719322,6.221637449,0.085952156,21.89481454,1.881906505,0.107440194,48.168592,5.175242888,0.097672904,45.0173757,4.396977814,0.054890724,21.89481454,1.201822228,0.068613405,48.168592,3.305011126,0.0653461,45.0173757,2.941709948
65-74,M,Mid,Acute,A18,S4,P18,13,22.76626067,2.660839803,5.853847568,5.575092922,0.084063311,14.58686024,1.22621977,0.105079139,32.09109254,3.372104368,0.09552649,29.99167527,2.864999463,0.053431354,14.58686024,0.779395697,0.066789193,32.09109254,2.143338166,0.063608755,29.99167527,1.907733125
65-74,M,Mid,Acute,A18,S4,P19,15,14.37938204,1.680611174,3.697344583,3.521280556,0.084063311,9.213196635,0.774491815,0.105079139,20.2690326,2.12985249,0.09552649,18.94302112,1.809560314,0.053431354,9.213196635,0.492273573,0.066789193,20.2690326,1.353752326,0.063608755,18.94302112,1.20494199
65-74,M,Mid,Acute,A18,S4,P20,9,16.91870806,1.977398593,4.350276904,4.143120861,0.084063311,10.84020048,0.911263145,0.105079139,23.84844106,2.505973649,0.09552649,22.28826267,2.129119498,0.053431354,10.84020048,0.579206592,0.066789193,23.84844106,1.592818127,0.063608755,22.28826267,1.41772864
65-74,M,Mid,Acute,A18,S4,P21,25,12.36564322,1.445252523,3.17955555,3.028148143,0.084063311,7.922948439,0.666029279,0.105079139,17.43048657,1.831580518,0.09552649,16.29017436,1.556143176,0.053431354,7.922948439,0.423333865,0.066789193,17.43048657,1.164168128,0.063608755,16.29017436,1.03619771
65-74,M,Mid,Acute,A18,S4,P22,12,13.0959693,1.530610444,3.367342978,3.206993312,0.084063311,8.390884942,0.705365571,0.105079139,18.45994687,1.93975532,0.09552649,17.2522868,1.6480504,0.053431354,8.390884942,0.448336346,0.066789193,18.45994687,1.23292495,0.063608755,17.2522868,1.097396485
65-74,M,Mid,Acute,A18,S5,P23,12,33.96476906,3.969681746,8.733299841,8.31742842,0.084063311,21.76199889,1.829385682,0.105079139,47.87639755,5.030810625,0.09552649,44.74429677,4.274265611,0.053431354,21.76199889,1.162773071,0.066789193,47.87639755,3.197625946,0.063608755,44.74429677,2.846129012
65-74,M,Mid,Acute,A19,S4,P18,12,17.87500484,1.182257631,2.600966788,2.477111227,0.08638751,10.96938168,0.947617569,0.107984387,24.13263969,2.605948315,0.098167625,22.55386887,2.214059741,0.056958741,10.96938168,0.624802173,0.071198427,24.13263969,1.718205975,0.067808025,22.55386887,1.529333311
65-74,M,Mid,Acute,A19,S4,P19,18,18.88761706,1.249232076,2.748310567,2.617438635,0.08638751,11.59079298,1.001299744,0.107984387,25.49974455,2.753574296,0.098167625,23.83153696,2.339485383,0.056958741,11.59079298,0.660196978,0.071198427,25.49974455,1.81554169,0.067808025,23.83153696,1.615969461
65-74,M,Mid,Acute,A19,S4,P20,9,7.459981054,0.493405155,1.08549134,1.033801276,0.08638751,4.577978033,0.395480123,0.107984387,10.07155167,1.087570338,0.098167625,9.412665115,0.924018979,0.056958741,4.577978033,0.260755866,0.071198427,10.07155167,0.717078632,0.067808025,9.412665115,0.638254234
65-74,M,Mid,Acute,A19,S4,P21,24,18.31219806,1.211173708,2.664582158,2.537697293,0.08638751,11.23767472,0.970794737,0.107984387,24.72288437,2.669685525,0.098167625,23.10549941,2.268212001,0.056958741,11.23767472,0.640083806,0.071198427,24.72288437,1.760230467,0.067808025,23.10549941,1.566738289
65-74,M,Mid,Acute,A19,S4,P22,13,11.4029494,0.754194142,1.659227113,1.580216298,0.08638751,6.997665475,0.604510896,0.107984387,15.39486404,1.662404964,0.098167625,14.38772341,1.412408635,0.056958741,6.997665475,0.398578217,0.071198427,15.39486404,1.096090097,0.067808025,14.38772341,0.975603113
65-74,M,Mid,Acute,A19,S5,P23,11,39.35625525,2.603033314,5.72667329,5.453974562,0.08638751,24.15181361,2.086415039,0.107984387,53.13398995,5.737641358,0.098167625,49.65793453,4.874801494,0.056958741,24.15181361,1.375656902,0.071198427,53.13398995,3.783056481,0.067808025,49.65793453,3.367206481
65-74,M,Mid,Acute,A2,S1,P2,2,12.21570649,1.207179873,2.655795721,2.529329258,0.092978902,7.716463314,0.717468283,0.116223627,16.97621929,1.973037779,0.105657843,15.86562551,1.676327765,0.048579645,7.716463314,0.374863045,0.060724556,16.97621929,1.030873373,0.05783291,15.86562551,0.917555294
65-74,M,Mid,Acute,A2,S1,P3,8,18.03815458,1.782565517,3.921644138,3.734899179,0.092978902,11.39440917,1.059439649,0.116223627,25.06770018,2.913459035,0.105657843,23.42775718,2.475326283,0.048579645,11.39440917,0.553536347,0.060724556,25.06770018,1.522224954,0.05783291,23.42775718,1.354895376
65-74,M,Mid,Acute,A2,S1,P4,5,11.73248044,1.159426536,2.550738379,2.429274646,0.092978902,7.411217274,0.689086842,0.116223627,16.304678,1.894988815,0.105657843,15.23801682,1.610015985,0.048579645,7.411217274,0.360034301,0.060724556,16.304678,0.990094327,0.05783291,15.23801682,0.881258858
65-74,M,Mid,Acute,A2,S1,P5,8,15.59218307,1.540849856,3.389869684,3.228447318,0.092978902,9.849328714,0.915779765,0.116223627,21.66852317,2.518394355,0.105657843,20.25095624,2.139672349,0.048579645,9.849328714,0.478476888,0.060724556,21.66852317,1.315811441,0.05783291,20.25095624,1.171171732
65-74,M,Mid,Acute,A2,S2,P6,2,12.53769173,1.238999081,2.725797977,2.595998074,0.092978902,7.919856157,0.736379526,0.116223627,17.42368355,2.025043698,0.105657843,16.2838164,1.720512912,0.048579645,7.919856157,0.384743797,0.060724556,17.42368355,1.058045441,0.05783291,16.2838164,0.941740491
65-74,M,Mid,Acute,A2,S2,P7,7,31.14667823,3.077975319,6.771545701,6.449091144,0.092978902,19.67485058,1.829345996,0.116223627,43.28467128,5.03070149,0.105657843,40.45296381,4.274172888,0.048579645,19.67485058,0.955797247,0.060724556,43.28467128,2.62844243,0.05783291,40.45296381,2.339512621
65-74,M,Mid,Acute,A20,S4,P21,11,19.32452177,2.382635076,5.241797167,4.992187778,0.086193975,12.22676749,1.053873687,0.107742468,26.89888847,2.898152639,0.097947698,25.1391481,2.462321698,0.055750274,12.22676749,0.681645636,0.069687842,26.89888847,1.874525499,0.066369374,25.1391481,1.668469514
65-74,M,Mid,Acute,A20,S4,P22,18,19.38872059,2.390550529,5.259211164,5.008772537,0.086193975,12.26738655,1.057374805,0.107742468,26.98825041,2.907780715,0.097947698,25.22266394,2.470501882,0.055750274,12.26738655,0.68391016,0.069687842,26.98825041,1.88075294,0.066369374,25.22266394,1.674012407
65-74,M,Mid,Acute,A20,S5,P23,11,6.342604834,0.782017425,1.720438334,1.638512699,0.086193975,4.01301287,0.34589753,0.107742468,8.828628314,0.951218206,0.097947698,8.251054499,0.808171798,0.055750274,4.01301287,0.223726567,0.069687842,8.828628314,0.615248058,0.066369374,8.251054499,0.547617319
65-74,M,Mid,Acute,A20,S5,P24,23,14.08910344,1.737129251,3.821684353,3.639699384,0.086193975,8.914279685,0.768357197,0.107742468,19.61141531,2.112982292,0.097947698,18.32842552,1.795227096,0.055750274,8.914279685,0.496973534,0.069687842,19.61141531,1.366677218,0.066369374,18.32842552,1.216446122
65-74,M,Mid,Acute,A20,S5,P25,13,5.259498962,0.648474868,1.42664471,1.358709248,0.086193975,3.327723794,0.28682974,0.107742468,7.320992348,0.788781786,0.097947698,6.842048923,0.670162945,0.055750274,3.327723794,0.185521513,0.069687842,7.320992348,0.51018416,0.066369374,6.842048923,0.454102502
65-74,M,Mid,Acute,A20,S5,P26,13,26.71213976,3.293498379,7.245696434,6.900663271,0.086193975,16.90096789,1.456761598,0.107742468,37.18212935,4.006094394,0.097947698,34.7496536,3.403648593,0.055750274,16.90096789,0.942233588,0.069687842,37.18212935,2.591142368,0.066369374,34.7496536,2.306312744
